ФИО,Телефон,Email,№ клиента,Создан,Отв. менеджер,Источник клиента,Записей,Посещений,Дата перв посещ кл,Дата посл посещ кл,"Срок посещ, дн","Срок жизни кл от созд до посл посещ, дн",Статус ученика,Филиал ученика,"Родитель (имя, телефон)",Подписан на рассылку,VK,Не присылать автоуведомления,Возраст,Дата рождения
Ученик_145,79094628740,student145@example.com,145,24.12.2024,Юлиана,Соцсети,4,3,06.01.2025,21.02.2025,46,59,Клиент,Северный,Елена,Да,,Да,12,06.02.2014
Ученик_146,79800801837,student146@example.com,146,30.09.2024,Дмитрий,Соцсети,5,5,12.10.2024,15.11.2024,34,46,Клиент,Северный,Елена,Нет,,Нет,12,02.12.2013
Ученик_147,79781017363,student147@example.com,147,01.09.2025,Юлиана,Давно знаю,6,6,05.09.2025,14.11.2025,70,74,Клиент,Южный,Елена,Да,,Да,12,09.01.2014
Ученик_148,79190209201,student148@example.com,148,19.07.2025,Анна,Давно знаю,9,7,25.07.2025,03.09.2025,40,46,Клиент,Южный,,Да,vk.com/id123,Нет,15,07.12.2010
Ученик_149,79162089272,student149@example.com,149,12.04.2024,Дмитрий,Друг,7,7,17.04.2024,30.05.2024,43,48,Клиент,Северный,Елена,Нет,,Нет,12,21.06.2013
Ученик_150,79333297890,student150@example.com,150,08.10.2025,Ольга,Сайт,9,8,14.10.2025,15.11.2025,32,38,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,10,22.08.2015
Ученик_151,79623123952,student151@example.com,151,20.03.2025,Ольга,Сайт,6,4,26.03.2025,06.06.2025,72,78,Бывший клиент,Южный,,Да,,Да,12,07.03.2014
Ученик_152,79066436383,student152@example.com,152,03.09.2024,Анна,Соцсети,8,6,11.09.2024,09.11.2024,59,67,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,15,16.03.2011
Ученик_153,79562714327,student153@example.com,153,25.05.2024,Анна,Давно знаю,5,5,30.05.2024,27.08.2024,89,94,Клиент,Южный,,Нет,,Нет,14,13.10.2011
Ученик_154,79847425963,student154@example.com,154,14.01.2025,Ольга,Сайт,5,3,20.01.2025,01.03.2025,40,46,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,01.10.2013
Ученик_155,79270578414,student155@example.com,155,16.05.2024,Юлиана,Сайт,8,6,23.05.2024,25.07.2024,63,70,Бывший клиент,Южный,Елена,Нет,,Нет,10,02.03.2016
Ученик_156,79704433388,student156@example.com,156,12.10.2024,Ольга,Реклама,10,7,14.10.2024,21.12.2024,68,70,Клиент,Южный,,Да,,Да,11,01.06.2014
Ученик_157,79873150512,student157@example.com,157,27.05.2025,Юлиана,Друг,10,9,02.06.2025,01.08.2025,60,66,Клиент,Основной,Елена,Нет,,Нет,11,29.01.2015
Ученик_158,79019574893,student158@example.com,158,18.02.2026,Юлиана,Друг,5,2,20.02.2026,18.04.2026,57,59,Бывший клиент,Северный,Елена,Нет,,Нет,11,20.04.2014
Ученик_159,79317604347,student159@example.com,159,18.05.2025,Дмитрий,Сайт,10,8,20.05.2025,13.08.2025,85,87,Клиент,Основной,,Да,vk.com/id123,Нет,11,17.12.2014
Ученик_160,79174211616,student160@example.com,160,01.10.2025,Юлиана,Друг,8,5,03.10.2025,03.12.2025,61,63,Клиент,Основной,Елена,Да,,Нет,12,03.07.2013
Ученик_161,79476954730,student161@example.com,161,29.04.2024,Дмитрий,Реклама,6,3,11.05.2024,13.06.2024,33,45,Клиент,Южный,,Нет,vk.com/id123,Нет,10,21.05.2015
Ученик_162,79394966219,student162@example.com,162,10.06.2024,Анна,Реклама,11,11,17.06.2024,26.07.2024,39,46,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,19.08.2013
Ученик_163,79877130288,student163@example.com,163,07.12.2024,Ольга,Соцсети,4,4,16.12.2024,13.02.2025,59,68,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,23.08.2013
Ученик_164,79763860982,student164@example.com,164,20.07.2025,Юлиана,Сайт,8,7,01.08.2025,10.10.2025,70,82,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,10,25.01.2016
Ученик_165,79977647253,student165@example.com,165,24.11.2025,Анна,Давно знаю,5,5,07.12.2025,28.01.2026,52,65,Клиент,Основной,,Да,,Нет,17,12.11.2008
Ученик_166,79414642708,student166@example.com,166,06.10.2025,Дмитрий,Давно знаю,5,2,18.10.2025,26.12.2025,69,81,Бывший клиент,Основной,,Нет,vk.com/id123,Нет,15,10.10.2010
Ученик_167,79147746438,student167@example.com,167,10.01.2026,Юлиана,Сайт,8,8,20.01.2026,05.04.2026,75,85,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,13,22.03.2013
Ученик_168,79274796224,student168@example.com,168,14.09.2024,Дмитрий,Реклама,6,4,27.09.2024,08.12.2024,72,85,Клиент,Основной,Елена,Да,vk.com/id123,Нет,15,08.08.2010
Ученик_169,79323358638,student169@example.com,169,18.10.2024,Дмитрий,Друг,4,4,23.10.2024,02.01.2025,71,76,Клиент,Основной,,Нет,vk.com/id123,Нет,12,29.06.2013
Ученик_170,79678556450,student170@example.com,170,26.05.2024,Дмитрий,Друг,9,9,30.05.2024,14.08.2024,76,80,Клиент,Южный,,Нет,vk.com/id123,Нет,15,04.09.2010
Ученик_171,79612745501,student171@example.com,171,04.01.2026,Дмитрий,Сайт,6,4,08.01.2026,18.03.2026,69,73,Клиент,Северный,,Нет,vk.com/id123,Нет,11,22.01.2015
Ученик_172,79046744734,student172@example.com,172,10.09.2024,Ольга,Давно знаю,10,9,16.09.2024,25.11.2024,70,76,Клиент,Южный,,Да,,Да,13,28.04.2012
Ученик_173,79786989426,student173@example.com,173,16.01.2025,Юлиана,Сайт,8,5,27.01.2025,09.04.2025,72,83,Клиент,Южный,Елена,Да,,Нет,15,27.09.2010
Ученик_174,79891617660,student174@example.com,174,27.02.2026,Анна,Сайт,3,3,03.03.2026,23.05.2026,81,85,Клиент,Южный,,Нет,vk.com/id123,Нет,15,13.06.2010
Ученик_175,79315081566,student175@example.com,175,13.12.2024,Анна,Соцсети,10,7,15.12.2024,27.01.2025,43,45,Клиент,Основной,Елена,Да,,Нет,14,15.04.2011
Ученик_176,79271993587,student176@example.com,176,24.09.2025,Ольга,Давно знаю,3,3,25.09.2025,11.12.2025,77,78,Клиент,Основной,Елена,Нет,,Нет,12,24.12.2013
Ученик_177,79133654018,student177@example.com,177,04.04.2024,Ольга,Сайт,8,6,14.04.2024,09.07.2024,86,96,Клиент,Северный,Елена,Да,,Да,10,29.12.2015
Ученик_178,79394435754,student178@example.com,178,04.06.2025,Дмитрий,Соцсети,3,2,15.06.2025,26.08.2025,72,83,Клиент,Южный,Елена,Да,,Да,16,14.09.2009
Ученик_179,79110163669,student179@example.com,179,01.01.2025,Юлиана,Соцсети,7,5,08.01.2025,23.02.2025,46,53,Бывший клиент,Основной,Елена,Да,,Да,12,22.02.2014
Ученик_180,79740629322,student180@example.com,180,22.06.2025,Дмитрий,Сайт,6,5,03.07.2025,22.08.2025,50,61,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,05.11.2013
Ученик_181,79390102359,student181@example.com,181,20.05.2024,Дмитрий,Сайт,8,6,02.06.2024,11.07.2024,39,52,Клиент,Южный,,Да,vk.com/id123,Да,12,15.03.2014
Ученик_182,79135538456,student182@example.com,182,15.02.2026,Юлиана,Реклама,9,7,17.02.2026,02.05.2026,74,76,Клиент,Основной,,Нет,vk.com/id123,Нет,12,23.04.2013
Ученик_183,79398320110,student183@example.com,183,22.01.2026,Ольга,Сайт,8,7,31.01.2026,06.03.2026,34,43,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,13,10.05.2012
Ученик_184,79697460535,student184@example.com,184,22.05.2024,Анна,Друг,3,1,30.05.2024,18.08.2024,80,88,Бывший клиент,Северный,Елена,Нет,,Нет,13,25.02.2013
Ученик_185,79281080560,student185@example.com,185,28.05.2024,Анна,Давно знаю,5,2,02.06.2024,15.07.2024,43,48,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,12,06.02.2014
Ученик_186,79131680929,student186@example.com,186,26.10.2024,Ольга,Друг,3,3,04.11.2024,30.12.2024,56,65,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,15,18.12.2010
Ученик_187,79761863296,student187@example.com,187,27.08.2025,Дмитрий,Реклама,8,6,31.08.2025,02.11.2025,63,67,Бывший клиент,Основной,Елена,Нет,,Нет,14,18.08.2011
Ученик_188,79130311939,student188@example.com,188,14.06.2024,Анна,Сайт,10,7,21.06.2024,03.09.2024,74,81,Клиент,Основной,Елена,Да,,Нет,12,08.11.2013
Ученик_189,79862925204,student189@example.com,189,26.03.2025,Юлиана,Соцсети,6,4,05.04.2025,23.06.2025,79,89,Клиент,Южный,Елена,Нет,,Нет,16,06.12.2009
Ученик_190,79825884151,student190@example.com,190,05.06.2025,Ольга,Давно знаю,11,11,16.06.2025,08.09.2025,84,95,Клиент,Северный,Елена,Нет,,Нет,11,20.02.2015
Ученик_191,79730261466,student191@example.com,191,22.02.2026,Ольга,Реклама,10,9,28.02.2026,25.05.2026,86,92,Клиент,Южный,Елена,Нет,,Нет,13,27.02.2013
Ученик_192,79892699085,student192@example.com,192,25.08.2025,Анна,Друг,5,5,03.09.2025,22.11.2025,80,89,Бывший клиент,Основной,Елена,Да,,Нет,13,27.06.2012
Ученик_193,79908314405,student193@example.com,193,03.03.2026,Анна,Реклама,7,5,10.03.2026,05.06.2026,87,94,Бывший клиент,Основной,Елена,Да,,Да,17,02.11.2008
Ученик_194,79539633807,student194@example.com,194,10.09.2025,Ольга,Друг,11,11,23.09.2025,16.12.2025,84,97,Клиент,Южный,,Нет,vk.com/id123,Нет,15,16.05.2010
Ученик_195,79886090690,student195@example.com,195,20.01.2026,Анна,Реклама,11,10,24.01.2026,29.03.2026,64,68,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,12,12.06.2013
Ученик_196,79534764290,student196@example.com,196,25.05.2025,Ольга,Друг,10,10,31.05.2025,08.08.2025,69,75,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,13,12.05.2012
Ученик_197,79486989309,student197@example.com,197,04.10.2025,Дмитрий,Сайт,9,7,06.10.2025,30.12.2025,85,87,Клиент,Основной,,Нет,,Нет,10,12.05.2015
Ученик_198,79335632899,student198@example.com,198,20.10.2024,Дмитрий,Соцсети,10,8,28.10.2024,25.01.2025,89,97,Бывший клиент,Южный,Елена,Да,,Нет,13,15.01.2013
Ученик_199,79500871106,student199@example.com,199,25.12.2025,Анна,Соцсети,5,4,31.12.2025,26.03.2026,85,91,Бывший клиент,Основной,Елена,Да,,Нет,12,11.10.2013
Ученик_200,79266578178,student200@example.com,200,07.12.2024,Юлиана,Реклама,6,2,08.12.2024,19.01.2025,42,43,Бывший клиент,Основной,,Нет,,Нет,12,30.11.2013
Ученик_201,79535539154,student201@example.com,201,14.08.2025,Анна,Сайт,4,2,15.08.2025,15.09.2025,31,32,Клиент,Северный,Елена,Нет,,Нет,12,14.06.2013
Ученик_202,79054267347,student202@example.com,202,10.02.2025,Дмитрий,Соцсети,4,3,20.02.2025,24.04.2025,63,73,Клиент,Северный,Елена,Да,,Нет,10,18.02.2016
Ученик_203,79947529631,student203@example.com,203,13.05.2025,Ольга,Соцсети,3,3,24.05.2025,21.07.2025,58,69,Клиент,Северный,Елена,Да,,Нет,13,06.05.2012
Ученик_204,79078954113,student204@example.com,204,21.10.2025,Юлиана,Сайт,11,9,01.11.2025,10.12.2025,39,50,Бывший клиент,Северный,Елена,Да,,Да,14,12.09.2011
Ученик_205,79853514394,student205@example.com,205,23.04.2025,Юлиана,Сайт,7,7,29.04.2025,18.07.2025,80,86,Клиент,Северный,,Да,,Да,17,29.06.2008
Ученик_206,79048644109,student206@example.com,206,07.05.2025,Анна,Реклама,6,5,11.05.2025,16.06.2025,36,40,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,10,30.09.2015
Ученик_207,79174485243,student207@example.com,207,09.09.2025,Дмитрий,Соцсети,10,8,15.09.2025,31.10.2025,46,52,Клиент,Северный,,Да,,Да,14,18.10.2011
Ученик_208,79509912042,student208@example.com,208,18.02.2025,Ольга,Друг,5,5,27.02.2025,24.04.2025,56,65,Клиент,Основной,Елена,Нет,,Нет,13,03.11.2012
Ученик_209,79703935444,student209@example.com,209,23.04.2024,Дмитрий,Давно знаю,9,7,30.04.2024,17.07.2024,78,85,Клиент,Южный,Елена,Да,,Да,10,26.04.2015
Ученик_210,79882252092,student210@example.com,210,03.06.2024,Дмитрий,Друг,3,2,06.06.2024,10.08.2024,65,68,Клиент,Южный,,Нет,vk.com/id123,Нет,14,10.03.2012
Ученик_211,79162598077,student211@example.com,211,12.04.2024,Анна,Давно знаю,5,4,26.04.2024,06.07.2024,71,85,Клиент,Северный,,Нет,,Нет,15,17.06.2010
Ученик_212,79602247585,student212@example.com,212,11.08.2024,Дмитрий,Друг,6,4,22.08.2024,18.11.2024,88,99,Клиент,Северный,Елена,Да,vk.com/id123,Нет,11,07.09.2014
Ученик_213,79586556403,student213@example.com,213,16.10.2025,Дмитрий,Друг,6,5,26.10.2025,20.01.2026,86,96,Клиент,Северный,Елена,Да,,Да,15,05.08.2010
Ученик_214,79241449138,student214@example.com,214,03.11.2025,Дмитрий,Сайт,4,1,04.11.2025,10.01.2026,67,68,Клиент,Северный,,Да,,Да,15,23.04.2010
Ученик_215,79309011489,student215@example.com,215,21.06.2024,Дмитрий,Реклама,6,5,25.06.2024,12.08.2024,48,52,Клиент,Основной,Елена,Нет,,Нет,13,10.04.2012
Ученик_216,79308840720,student216@example.com,216,11.01.2026,Дмитрий,Соцсети,6,3,19.01.2026,14.03.2026,54,62,Клиент,Южный,Елена,Да,,Нет,10,01.07.2015
Ученик_217,79147395716,student217@example.com,217,27.11.2025,Дмитрий,Сайт,11,5,28.11.2025,17.01.2026,50,51,Клиент,Основной,,Нет,,Нет,16,23.08.2009
Ученик_218,79107586738,student218@example.com,218,02.12.2024,Анна,Реклама,5,4,15.12.2024,01.03.2025,76,89,Клиент,Северный,,Да,vk.com/id123,Нет,10,09.06.2015
Ученик_219,79512656440,student219@example.com,219,11.05.2024,Анна,Давно знаю,5,3,17.05.2024,18.07.2024,62,68,Клиент,Южный,,Да,,Да,17,08.08.2008
Ученик_220,79980572948,student220@example.com,220,29.04.2024,Ольга,Сайт,8,6,08.05.2024,18.07.2024,71,80,Бывший клиент,Основной,Елена,Да,vk.com/id123,Нет,10,09.11.2015
Ученик_221,79009950544,student221@example.com,221,11.10.2024,Дмитрий,Давно знаю,5,4,20.10.2024,04.01.2025,76,85,Клиент,Северный,Елена,Да,,Нет,13,05.01.2013
Ученик_222,79913818435,student222@example.com,222,15.03.2025,Ольга,Сайт,3,3,18.03.2025,29.04.2025,42,45,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,14,11.02.2012
Ученик_223,79771588919,student223@example.com,223,13.05.2025,Ольга,Давно знаю,9,8,21.05.2025,15.07.2025,55,63,Клиент,Основной,,Нет,,Нет,13,28.12.2012
Ученик_224,79553278397,student224@example.com,224,26.06.2025,Анна,Сайт,7,6,09.07.2025,10.08.2025,32,45,Клиент,Северный,,Нет,,Нет,15,16.10.2010
Ученик_225,79266338529,student225@example.com,225,02.04.2025,Анна,Давно знаю,11,10,11.04.2025,30.06.2025,80,89,Клиент,Основной,Елена,Нет,,Нет,13,28.04.2012
Ученик_226,79280840558,student226@example.com,226,06.01.2026,Ольга,Соцсети,9,7,14.01.2026,02.03.2026,47,55,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,12,06.12.2013
Ученик_227,79741193655,student227@example.com,227,05.04.2025,Юлиана,Давно знаю,9,6,18.04.2025,10.07.2025,83,96,Бывший клиент,Основной,Елена,Да,,Да,11,06.12.2014
Ученик_228,79488529624,student228@example.com,228,07.08.2024,Анна,Сайт,5,4,11.08.2024,07.11.2024,88,92,Клиент,Южный,,Да,,Нет,12,05.11.2013
