client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,diligence,base_attendance,risk,risk_score,avg_score,score_trend,academic_risk
114,Ученик_114,12,14.10.2013,79908111216,student114@example.com,Дмитрий,Давно знаю,05.03.2025,3,3,17.03.2025,24.04.2025,38,50,Бывший клиент,Южный,Елена,Да,vk.com/id123,Да,0.398,0.808,1,0.617,3.43,0.00373,0
115,Ученик_115,10,15.09.2015,79722443971,student115@example.com,Ольга,Давно знаю,29.07.2025,10,9,12.08.2025,13.10.2025,62,76,Клиент,Южный,Елена,Нет,,Нет,0.7,0.858,0,0.161,3.8,0.01121,0
116,Ученик_116,16,11.06.2009,79665233376,student116@example.com,Ольга,Соцсети,09.09.2025,3,3,15.09.2025,31.10.2025,46,52,Бывший клиент,Южный,,Да,,Нет,0.173,0.742,1,0.824,2.3,-0.00771,1
117,Ученик_117,11,28.05.2014,79697115550,student117@example.com,Юлиана,Реклама,28.12.2025,3,3,31.12.2025,10.03.2026,69,72,Бывший клиент,Северный,Елена,Нет,,Нет,0.426,0.695,1,0.809,4.05,0.00256,0
118,Ученик_118,16,14.03.2010,79952687430,student118@example.com,Ольга,Давно знаю,29.11.2024,10,7,30.11.2024,06.02.2025,68,69,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.3,0.794,0,0.329,1.98,-0.01275,1
119,Ученик_119,10,16.08.2015,79895171130,student119@example.com,Дмитрий,Сайт,13.10.2025,8,6,17.10.2025,07.01.2026,82,86,Бывший клиент,Северный,Елена,Да,,Нет,0.276,0.692,1,0.762,1.42,-0.01269,1
120,Ученик_120,12,13.11.2013,79918532650,student120@example.com,Ольга,Давно знаю,11.12.2025,3,3,25.12.2025,15.03.2026,80,94,Клиент,Северный,,Нет,vk.com/id123,Нет,0.7,0.814,0,0.242,3.75,-0.07083,0
121,Ученик_121,17,20.04.2008,79131167999,student121@example.com,Ольга,Сайт,09.06.2024,8,7,21.06.2024,08.08.2024,48,60,Бывший клиент,Северный,,Нет,vk.com/id123,Нет,0.289,0.709,1,0.864,1.5,-0.01364,1
122,Ученик_122,10,18.12.2015,79135209737,student122@example.com,Юлиана,Друг,13.08.2025,4,3,18.08.2025,21.10.2025,64,69,Бывший клиент,Южный,,Нет,vk.com/id123,Нет,0.387,0.573,1,0.868,1.6,0.6,1
123,Ученик_123,10,26.06.2015,79846799779,student123@example.com,Анна,Реклама,22.06.2025,11,9,29.06.2025,13.08.2025,45,52,Клиент,Южный,Елена,Да,,Нет,0.7,0.736,0,0.311,1.5,-0.02138,1
124,Ученик_124,13,21.01.2013,79015956152,student124@example.com,Ольга,Реклама,19.04.2024,6,6,20.04.2024,11.07.2024,82,83,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.795,0.806,0,0.0,1.55,-0.03039,1
125,Ученик_125,11,05.12.2014,79136105947,student125@example.com,Ольга,Друг,22.08.2024,7,7,31.08.2024,18.10.2024,48,57,Клиент,Южный,,Нет,vk.com/id123,Нет,0.474,0.95,0,0.101,3.37,-0.00396,0
126,Ученик_126,14,07.02.2012,79485337126,student126@example.com,Дмитрий,Давно знаю,23.10.2025,4,4,30.10.2025,05.12.2025,36,43,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.317,0.935,0,0.232,2.9,-0.00521,0
127,Ученик_127,10,26.05.2015,79909779886,student127@example.com,Ольга,Давно знаю,08.03.2025,10,6,09.03.2025,15.04.2025,37,38,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.445,0.542,1,0.856,1.49,-0.01015,1
128,Ученик_128,12,09.02.2014,79070525764,student128@example.com,Дмитрий,Соцсети,25.05.2024,5,2,28.05.2024,25.08.2024,89,92,Бывший клиент,Основной,,Да,,Нет,0.089,0.577,1,0.845,2.92,-0.01854,1
129,Ученик_129,10,16.05.2015,79542831335,student129@example.com,Ольга,Друг,14.04.2024,3,2,27.04.2024,03.07.2024,67,80,Клиент,Южный,Елена,Нет,,Нет,0.681,0.7,0,0.021,2.22,-0.02665,1
130,Ученик_130,11,11.04.2014,79888434627,student130@example.com,Анна,Давно знаю,14.07.2025,11,8,23.07.2025,14.09.2025,53,62,Клиент,Северный,Елена,Да,,Да,0.7,0.719,0,0.281,3.98,0.00319,0
131,Ученик_131,13,16.02.2013,79163894795,student131@example.com,Дмитрий,Сайт,31.01.2025,8,6,11.02.2025,27.04.2025,75,86,Клиент,Южный,Елена,Нет,,Нет,0.692,0.895,0,0.13,4.2,-0.00511,0
132,Ученик_132,10,01.03.2016,79597398528,student132@example.com,Юлиана,Давно знаю,07.05.2025,4,3,17.05.2025,24.07.2025,68,78,Клиент,Основной,,Да,,Нет,0.3,0.807,0,0.39,2.12,-0.00404,1
133,Ученик_133,15,23.06.2010,79938028775,student133@example.com,Ольга,Друг,30.04.2024,7,6,04.05.2024,20.06.2024,47,51,Клиент,Южный,Елена,Нет,,Нет,0.764,0.882,0,0.0,4.06,0.00383,0
134,Ученик_134,10,01.09.2015,79620535283,student134@example.com,Ольга,Давно знаю,22.01.2026,10,7,29.01.2026,01.03.2026,31,38,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.7,0.703,0,0.359,4.37,-0.00197,0
135,Ученик_135,14,05.05.2011,79123357166,student135@example.com,Анна,Соцсети,10.12.2025,10,5,16.12.2025,10.02.2026,56,62,Бывший клиент,Северный,Елена,Нет,,Нет,0.082,0.675,1,0.914,1.35,-0.0066,1
136,Ученик_136,12,29.08.2013,79193720285,student136@example.com,Юлиана,Друг,12.03.2025,11,10,17.03.2025,03.06.2025,78,83,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.7,0.95,0,0.087,4.35,0.03667,0
137,Ученик_137,12,29.10.2013,79152336745,student137@example.com,Ольга,Сайт,08.01.2025,9,8,11.01.2025,26.03.2025,74,77,Клиент,Южный,,Да,,Нет,0.7,0.893,0,0.117,3.85,0.01304,0
138,Ученик_138,10,20.03.2016,79169016920,student138@example.com,Анна,Давно знаю,21.08.2024,3,3,31.08.2024,27.11.2024,88,98,Клиент,Северный,Елена,Нет,,Нет,0.3,0.802,0,0.314,3.24,-0.00409,0
139,Ученик_139,10,21.10.2015,79723668399,student139@example.com,Юлиана,Друг,20.08.2025,3,2,25.08.2025,18.11.2025,85,90,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.618,0.802,0,0.265,4.04,-0.00229,0
140,Ученик_140,11,02.05.2014,79231465414,student140@example.com,Дмитрий,Соцсети,05.08.2024,4,1,10.08.2024,16.09.2024,37,42,Бывший клиент,Южный,Елена,Нет,,Нет,0.493,0.803,1,0.628,1.49,-0.01452,1
141,Ученик_141,14,29.08.2011,79048766522,student141@example.com,Ольга,Давно знаю,21.02.2025,4,2,01.03.2025,28.05.2025,88,96,Бывший клиент,Основной,Елена,Нет,,Нет,0.5,0.553,1,0.807,1.87,-0.01735,1
142,Ученик_142,12,03.06.2013,79310791488,student142@example.com,Юлиана,Давно знаю,04.11.2024,3,2,14.11.2024,19.01.2025,66,76,Клиент,Северный,,Да,vk.com/id123,Да,0.7,0.718,0,0.228,4.53,-0.00815,0
143,Ученик_143,10,25.07.2015,79426351920,student143@example.com,Анна,Соцсети,26.12.2025,6,5,31.12.2025,07.03.2026,66,71,Бывший клиент,Южный,,Да,,Нет,0.439,0.712,1,0.501,1.45,-0.01135,1
144,Ученик_144,10,26.03.2016,79761818706,student144@example.com,Юлиана,Соцсети,28.03.2025,3,3,11.04.2025,23.06.2025,73,87,Клиент,Южный,Елена,Нет,,Нет,0.3,0.786,0,0.388,1.4,-0.00889,1
145,Ученик_145,12,06.02.2014,79094628740,student145@example.com,Юлиана,Соцсети,24.12.2024,4,3,06.01.2025,21.02.2025,46,59,Клиент,Северный,Елена,Да,,Да,0.7,0.843,0,0.155,3.82,-0.01035,0
146,Ученик_146,12,02.12.2013,79800801837,student146@example.com,Дмитрий,Соцсети,30.09.2024,5,5,12.10.2024,15.11.2024,34,46,Клиент,Северный,Елена,Нет,,Нет,0.824,0.953,0,0.0,4.77,-0.02895,0
147,Ученик_147,12,09.01.2014,79781017363,student147@example.com,Юлиана,Давно знаю,01.09.2025,6,6,05.09.2025,14.11.2025,70,74,Клиент,Южный,Елена,Да,,Да,0.3,0.944,0,0.263,2.0,-0.01088,1
148,Ученик_148,15,07.12.2010,79190209201,student148@example.com,Анна,Давно знаю,19.07.2025,9,7,25.07.2025,03.09.2025,40,46,Клиент,Южный,,Да,vk.com/id123,Нет,0.7,0.838,0,0.235,3.55,0.00589,0
149,Ученик_149,12,21.06.2013,79162089272,student149@example.com,Дмитрий,Друг,12.04.2024,7,7,17.04.2024,30.05.2024,43,48,Клиент,Северный,Елена,Нет,,Нет,0.82,0.98,0,0.0,4.13,-0.00228,0
150,Ученик_150,10,22.08.2015,79333297890,student150@example.com,Ольга,Сайт,08.10.2025,9,8,14.10.2025,15.11.2025,32,38,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.3,0.847,0,0.365,1.62,-0.01514,1
151,Ученик_151,12,07.03.2014,79623123952,student151@example.com,Ольга,Сайт,20.03.2025,6,4,26.03.2025,06.06.2025,72,78,Бывший клиент,Южный,,Да,,Да,0.065,0.673,1,0.89,1.88,-0.01305,1
152,Ученик_152,15,16.03.2011,79066436383,student152@example.com,Анна,Соцсети,03.09.2024,8,6,11.09.2024,09.11.2024,59,67,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.337,0.783,0,0.324,2.96,0.00377,0
153,Ученик_153,14,13.10.2011,79562714327,student153@example.com,Анна,Давно знаю,25.05.2024,5,5,30.05.2024,27.08.2024,89,94,Клиент,Южный,,Нет,,Нет,0.835,0.881,0,0.0,2.83,-0.0247,1
154,Ученик_154,12,01.10.2013,79847425963,student154@example.com,Ольга,Сайт,14.01.2025,5,3,20.01.2025,01.03.2025,40,46,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.7,0.835,0,0.168,3.98,-0.00654,0
155,Ученик_155,10,02.03.2016,79270578414,student155@example.com,Юлиана,Сайт,16.05.2024,8,6,23.05.2024,25.07.2024,63,70,Бывший клиент,Южный,Елена,Нет,,Нет,0.131,0.634,1,0.928,2.68,-0.0177,1
156,Ученик_156,11,01.06.2014,79704433388,student156@example.com,Ольга,Реклама,12.10.2024,10,7,14.10.2024,21.12.2024,68,70,Клиент,Южный,,Да,,Да,0.455,0.707,0,0.289,3.7,0.00525,0
157,Ученик_157,11,29.01.2015,79873150512,student157@example.com,Юлиана,Друг,27.05.2025,10,9,02.06.2025,01.08.2025,60,66,Клиент,Основной,Елена,Нет,,Нет,0.3,0.84,0,0.253,2.9,0.00757,0
158,Ученик_158,11,20.04.2014,79019574893,student158@example.com,Юлиана,Друг,18.02.2026,5,2,20.02.2026,18.04.2026,57,59,Бывший клиент,Северный,Елена,Нет,,Нет,0.424,0.675,1,0.762,2.72,0.01103,0
159,Ученик_159,11,17.12.2014,79317604347,student159@example.com,Дмитрий,Сайт,18.05.2025,10,8,20.05.2025,13.08.2025,85,87,Клиент,Основной,,Да,vk.com/id123,Нет,0.493,0.832,0,0.348,3.47,-0.00044,0
160,Ученик_160,12,03.07.2013,79174211616,student160@example.com,Юлиана,Друг,01.10.2025,8,5,03.10.2025,03.12.2025,61,63,Клиент,Основной,Елена,Да,,Нет,0.365,0.82,0,0.361,3.18,-0.01208,1
161,Ученик_161,10,21.05.2015,79476954730,student161@example.com,Дмитрий,Реклама,29.04.2024,6,3,11.05.2024,13.06.2024,33,45,Клиент,Южный,,Нет,vk.com/id123,Нет,0.625,0.833,0,0.243,3.12,-0.00149,0
162,Ученик_162,12,19.08.2013,79394966219,student162@example.com,Анна,Реклама,10.06.2024,11,11,17.06.2024,26.07.2024,39,46,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.581,0.873,0,0.314,2.05,-0.01784,1
163,Ученик_163,12,23.08.2013,79877130288,student163@example.com,Ольга,Соцсети,07.12.2024,4,4,16.12.2024,13.02.2025,59,68,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.543,0.774,0,0.286,3.47,-0.00928,0
164,Ученик_164,10,25.01.2016,79763860982,student164@example.com,Юлиана,Сайт,20.07.2025,8,7,01.08.2025,10.10.2025,70,82,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.3,0.84,0,0.384,3.17,-0.00096,0
165,Ученик_165,17,12.11.2008,79977647253,student165@example.com,Анна,Давно знаю,24.11.2025,5,5,07.12.2025,28.01.2026,52,65,Клиент,Основной,,Да,,Нет,0.944,0.828,0,0.0,4.85,-0.00088,0
166,Ученик_166,15,10.10.2010,79414642708,student166@example.com,Дмитрий,Давно знаю,06.10.2025,5,2,18.10.2025,26.12.2025,69,81,Бывший клиент,Основной,,Нет,vk.com/id123,Нет,0.05,0.546,1,1.0,2.33,4e-05,1
167,Ученик_167,13,22.03.2013,79147746438,student167@example.com,Юлиана,Сайт,10.01.2026,8,8,20.01.2026,05.04.2026,75,85,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.798,0,0.425,2.64,0.03117,0
168,Ученик_168,15,08.08.2010,79274796224,student168@example.com,Дмитрий,Реклама,14.09.2024,6,4,27.09.2024,08.12.2024,72,85,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.59,0.76,0,0.362,1.55,-0.01369,1
169,Ученик_169,12,29.06.2013,79323358638,student169@example.com,Дмитрий,Друг,18.10.2024,4,4,23.10.2024,02.01.2025,71,76,Клиент,Основной,,Нет,vk.com/id123,Нет,0.92,0.823,0,0.0,4.9,-0.00244,0
170,Ученик_170,15,04.09.2010,79678556450,student170@example.com,Дмитрий,Друг,26.05.2024,9,9,30.05.2024,14.08.2024,76,80,Клиент,Южный,,Нет,vk.com/id123,Нет,0.438,0.768,0,0.263,1.98,-0.01546,1
171,Ученик_171,11,22.01.2015,79612745501,student171@example.com,Дмитрий,Сайт,04.01.2026,6,4,08.01.2026,18.03.2026,69,73,Клиент,Северный,,Нет,vk.com/id123,Нет,0.301,0.755,0,0.376,3.46,0.00098,0
172,Ученик_172,13,28.04.2012,79046744734,student172@example.com,Ольга,Давно знаю,10.09.2024,10,9,16.09.2024,25.11.2024,70,76,Клиент,Южный,,Да,,Да,0.751,0.851,0,0.0,1.43,-0.00881,1
173,Ученик_173,15,27.09.2010,79786989426,student173@example.com,Юлиана,Сайт,16.01.2025,8,5,27.01.2025,09.04.2025,72,83,Клиент,Южный,Елена,Да,,Нет,0.57,0.754,0,0.304,4.2,-0.012,0
174,Ученик_174,15,13.06.2010,79891617660,student174@example.com,Анна,Сайт,27.02.2026,3,3,03.03.2026,23.05.2026,81,85,Клиент,Южный,,Нет,vk.com/id123,Нет,0.7,0.898,0,0.077,4.1,0.01333,0
175,Ученик_175,14,15.04.2011,79315081566,student175@example.com,Анна,Соцсети,13.12.2024,10,7,15.12.2024,27.01.2025,43,45,Клиент,Основной,Елена,Да,,Нет,0.3,0.81,0,0.352,2.6,-0.7,1
176,Ученик_176,12,24.12.2013,79271993587,student176@example.com,Ольга,Давно знаю,24.09.2025,3,3,25.09.2025,11.12.2025,77,78,Клиент,Основной,Елена,Нет,,Нет,0.3,0.72,0,0.406,2.02,0.01405,1
177,Ученик_177,10,29.12.2015,79133654018,student177@example.com,Ольга,Сайт,04.04.2024,8,6,14.04.2024,09.07.2024,86,96,Клиент,Северный,Елена,Да,,Да,0.689,0.842,0,0.202,4.65,0.00536,0
178,Ученик_178,16,14.09.2009,79394435754,student178@example.com,Дмитрий,Соцсети,04.06.2025,3,2,15.06.2025,26.08.2025,72,83,Клиент,Южный,Елена,Да,,Да,0.7,0.762,0,0.278,3.94,-0.00346,0
179,Ученик_179,12,22.02.2014,79110163669,student179@example.com,Юлиана,Соцсети,01.01.2025,7,5,08.01.2025,23.02.2025,46,53,Бывший клиент,Основной,Елена,Да,,Да,0.344,0.85,1,0.713,1.54,-0.01337,1
180,Ученик_180,12,05.11.2013,79740629322,student180@example.com,Дмитрий,Сайт,22.06.2025,6,5,03.07.2025,22.08.2025,50,61,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.785,0.887,0,0.0,4.57,-0.04081,0
181,Ученик_181,12,15.03.2014,79390102359,student181@example.com,Дмитрий,Сайт,20.05.2024,8,6,02.06.2024,11.07.2024,39,52,Клиент,Южный,,Да,vk.com/id123,Да,0.355,0.839,0,0.282,3.13,0.00439,0
182,Ученик_182,12,23.04.2013,79135538456,student182@example.com,Юлиана,Реклама,15.02.2026,9,7,17.02.2026,02.05.2026,74,76,Клиент,Основной,,Нет,vk.com/id123,Нет,0.944,0.762,0,0.0,4.45,0.00806,0
183,Ученик_183,13,10.05.2012,79398320110,student183@example.com,Ольга,Сайт,22.01.2026,8,7,31.01.2026,06.03.2026,34,43,Бывший клиент,Северный,Елена,Да,vk.com/id123,Да,0.337,0.757,1,0.721,2.06,-0.01195,1
184,Ученик_184,13,25.02.2013,79697460535,student184@example.com,Анна,Друг,22.05.2024,3,1,30.05.2024,18.08.2024,80,88,Бывший клиент,Северный,Елена,Нет,,Нет,0.05,0.627,1,0.975,2.6,-0.00754,0
185,Ученик_185,12,06.02.2014,79281080560,student185@example.com,Анна,Давно знаю,28.05.2024,5,2,02.06.2024,15.07.2024,43,48,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.3,0.882,0,0.287,1.47,-0.01329,1
186,Ученик_186,15,18.12.2010,79131680929,student186@example.com,Ольга,Друг,26.10.2024,3,3,04.11.2024,30.12.2024,56,65,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.665,0.727,0,0.27,3.1,-0.22222,1
187,Ученик_187,14,18.08.2011,79761863296,student187@example.com,Дмитрий,Реклама,27.08.2025,8,6,31.08.2025,02.11.2025,63,67,Бывший клиент,Основной,Елена,Нет,,Нет,0.05,0.735,1,0.891,2.63,0.00395,0
188,Ученик_188,12,08.11.2013,79130311939,student188@example.com,Анна,Сайт,14.06.2024,10,7,21.06.2024,03.09.2024,74,81,Клиент,Основной,Елена,Да,,Нет,0.3,0.778,0,0.4,2.77,0.00604,0
189,Ученик_189,16,06.12.2009,79862925204,student189@example.com,Юлиана,Соцсети,26.03.2025,6,4,05.04.2025,23.06.2025,79,89,Клиент,Южный,Елена,Нет,,Нет,0.3,0.744,0,0.43,3.04,-0.01302,1
190,Ученик_190,11,20.02.2015,79825884151,student190@example.com,Ольга,Давно знаю,05.06.2025,11,11,16.06.2025,08.09.2025,84,95,Клиент,Северный,Елена,Нет,,Нет,0.517,0.869,0,0.326,1.86,-0.01551,1
191,Ученик_191,13,27.02.2013,79730261466,student191@example.com,Ольга,Реклама,22.02.2026,10,9,28.02.2026,25.05.2026,86,92,Клиент,Южный,Елена,Нет,,Нет,0.785,0.884,0,0.0,4.29,0.00187,0
192,Ученик_192,13,27.06.2012,79892699085,student192@example.com,Анна,Друг,25.08.2025,5,5,03.09.2025,22.11.2025,80,89,Бывший клиент,Основной,Елена,Да,,Нет,0.291,0.825,1,0.766,2.7,0.00705,0
193,Ученик_193,17,02.11.2008,79908314405,student193@example.com,Анна,Реклама,03.03.2026,7,5,10.03.2026,05.06.2026,87,94,Бывший клиент,Основной,Елена,Да,,Да,0.425,0.612,1,0.878,3.05,-0.00927,0
194,Ученик_194,15,16.05.2010,79539633807,student194@example.com,Ольга,Друг,10.09.2025,11,11,23.09.2025,16.12.2025,84,97,Клиент,Южный,,Нет,vk.com/id123,Нет,0.681,0.858,0,0.242,1.83,-0.01654,1
195,Ученик_195,12,12.06.2013,79886090690,student195@example.com,Анна,Реклама,20.01.2026,11,10,24.01.2026,29.03.2026,64,68,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.876,0,0.294,1.38,-0.00658,1
